#Epoch		   Time		            Data		   Loss				   Prec@1	   Prec@5 
1	           0.853	           0.298	          5.4345	           1.538	           5.823
2	           0.857	           0.300	          5.1167	           1.771	           6.662
3	           0.859	           0.300	          5.0506	           1.979	           6.831
4	           0.861	           0.301	          4.8096	           2.301	           9.683
5	           0.862	           0.303	          4.2455	           5.577	          20.777
6	           0.861	           0.302	          3.9604	           8.009	          26.977
7	           0.862	           0.302	          3.9363	           8.242	          27.312
8	           0.862	           0.302	          3.9164	           8.221	          27.790
9	           0.862	           0.302	          3.9033	           8.467	          28.422
10	           0.863	           0.302	          3.8916	           8.420	          28.596
11	           0.863	           0.302	          3.8777	           8.713	          29.108
12	           0.862	           0.302	          3.8700	           9.090	          29.151
13	           0.863	           0.302	          3.8662	           9.043	          29.490
14	           0.862	           0.302	          3.8622	           9.225	          29.558
15	           0.862	           0.302	          3.8552	           9.378	          29.579
16	           0.862	           0.301	          3.8493	           9.255	          29.672
17	           0.862	           0.302	          3.8435	           9.433	          29.808
18	           0.862	           0.302	          3.8407	           9.615	          30.121
19	           0.862	           0.302	          3.8330	           9.603	          30.384
20	           0.862	           0.302	          3.8326	           9.730	          30.189
21	           0.862	           0.302	          3.8247	           9.827	          30.566
22	           0.862	           0.302	          3.8264	           9.603	          30.545
23	           0.862	           0.302	          3.8171	           9.950	          30.617
24	           0.862	           0.302	          3.8170	           9.937	          30.655
25	           0.862	           0.302	          3.8139	           9.895	          30.795
26	           0.862	           0.302	          3.8113	           9.632	          30.668
27	           0.862	           0.302	          3.8060	          10.014	          30.981
28	           0.861	           0.301	          3.8047	           9.933	          31.189
29	           0.862	           0.302	          3.8050	           9.925	          31.020
30	           0.862	           0.302	          3.8015	          10.217	          31.337
31	           0.862	           0.302	          3.7975	          10.069	          31.320
32	           0.862	           0.302	          3.7986	          10.077	          31.062
33	           0.862	           0.302	          3.7944	          10.234	          31.579
34	           0.862	           0.302	          3.7920	          10.086	          31.469
35	           0.862	           0.302	          3.7888	          10.306	          31.558
36	           0.862	           0.302	          3.7841	          10.145	          31.799
37	           0.862	           0.302	          3.7817	          10.391	          31.935
38	           0.862	           0.302	          3.7792	          10.259	          31.867
39	           0.862	           0.302	          3.7806	          10.187	          31.825
40	           0.862	           0.302	          3.7778	          10.336	          32.011
41	           0.862	           0.302	          3.7805	          10.196	          31.893
42	           0.862	           0.302	          3.7721	          10.403	          32.164
43	           0.862	           0.301	          3.7698	          10.454	          32.151
44	           0.862	           0.302	          3.7698	          10.488	          32.346
45	           0.862	           0.302	          3.7708	          10.492	          32.049
46	           0.862	           0.302	          3.7687	          10.662	          32.248
47	           0.863	           0.302	          3.7692	          10.399	          32.295
48	           0.862	           0.302	          3.7649	          10.518	          32.333
49	           0.862	           0.302	          3.7646	          10.403	          32.596
50	           0.862	           0.302	          3.7572	          10.420	          32.685
51	           0.862	           0.302	          3.7574	          10.459	          32.613
52	           0.863	           0.302	          3.7573	          10.560	          32.630
53	           0.862	           0.302	          3.7581	          10.543	          32.787
54	           0.862	           0.302	          3.7541	          10.624	          32.914
55	           0.862	           0.302	          3.7543	          10.700	          32.744
56	           0.863	           0.302	          3.7482	          10.645	          33.117
57	           0.862	           0.302	          3.7508	          10.586	          32.884
58	           0.862	           0.302	          3.7529	          10.492	          32.736
59	           0.862	           0.302	          3.7498	          10.692	          33.032
60	           0.862	           0.301	          3.7415	          10.810	          33.350
61	           0.863	           0.302	          3.7444	          10.814	          33.210
62	           0.863	           0.302	          3.7436	          10.853	          33.181
63	           0.862	           0.302	          3.7400	          10.721	          33.533
64	           0.863	           0.302	          3.7428	          10.980	          33.528
65	           0.862	           0.302	          3.7357	          10.814	          33.766
66	           0.862	           0.302	          3.7373	          10.776	          33.571
67	           0.862	           0.302	          3.7368	          10.658	          33.643
68	           0.862	           0.302	          3.7325	          10.793	          33.672
69	           0.862	           0.302	          3.7352	          10.874	          33.732
70	           0.862	           0.302	          3.7346	          10.920	          33.846
71	           0.863	           0.302	          3.7310	          11.081	          33.880
72	           0.863	           0.302	          3.7302	          10.988	          34.041
73	           0.863	           0.302	          3.7255	          10.933	          33.994
74	           0.863	           0.302	          3.7255	          11.187	          34.105
75	           0.862	           0.302	          3.7264	          10.997	          33.939
76	           0.863	           0.302	          3.7234	          11.048	          33.956
77	           0.862	           0.302	          3.7214	          10.971	          34.194
78	           0.863	           0.302	          3.7218	          10.920	          34.189
79	           0.862	           0.302	          3.7239	          10.819	          34.117
80	           0.862	           0.302	          3.7191	          11.187	          34.304
81	           0.862	           0.302	          3.7169	          11.175	          34.316
82	           0.863	           0.302	          3.7157	          10.908	          34.405
83	           0.862	           0.302	          3.7188	          11.162	          34.672
84	           0.864	           0.303	          3.7134	          11.370	          34.401
85	           0.862	           0.302	          3.7115	          11.264	          34.389
86	           0.863	           0.302	          3.7165	          11.035	          34.316
87	           0.862	           0.302	          3.7091	          11.357	          34.325
88	           0.863	           0.302	          3.7066	          11.412	          34.757
