#Epoch  i	   Time		     Data			   Loss			     Prec@1			   Prec@5 
1	0	           1.371 	           0.692	          5.3618	           0.000 	           1.562
1	1	           0.866 	           0.312	          5.3069	           0.781 	           2.344
1	2	           0.872 	           0.324	          5.3079	           0.000 	           4.688
1	3	           0.872 	           0.325	          5.3505	           0.000 	           2.344
1	4	           0.871 	           0.322	          5.2844	           0.000 	           2.344
1	5	           0.875 	           0.323	          5.3993	           0.781 	           4.688
1	6	           0.870 	           0.324	          5.3175	           0.781 	           1.562
1	7	           0.877 	           0.323	          5.2251	           0.781 	           4.688
1	8	           0.879 	           0.322	          5.2998	           0.000 	           4.688
1	9	           0.880 	           0.322	          5.3221	           0.000 	           1.562
1	10	           0.871 	           0.324	          5.2936	           0.000 	           4.688
1	11	           0.878 	           0.323	          5.3471	           0.000 	           2.344
1	12	           0.881 	           0.322	          5.3674	           0.000 	           3.125
1	13	           0.880 	           0.320	          5.2447	           0.000 	           2.344
1	14	           0.876 	           0.322	          5.2571	           1.562 	           6.250
1	15	           0.881 	           0.326	          5.3285	           0.781 	           2.344
1	16	           0.880 	           0.322	          5.3238	           0.781 	           3.125
1	17	           0.884 	           0.323	          5.2132	           0.000 	           4.688
1	18	           0.878 	           0.321	          5.4135	           0.000 	           0.000
1	19	           0.881 	           0.323	          5.3005	           0.000 	           1.562
1	20	           0.880 	           0.321	          5.3001	           0.000 	           2.344
1	21	           0.888 	           0.324	          5.3255	           0.781 	           3.125
1	22	           0.888 	           0.322	          5.2898	           0.000 	           5.469
1	23	           0.882 	           0.322	          5.2907	           0.000 	           4.688
1	24	           0.880 	           0.322	          5.3099	           0.781 	           3.125
1	25	           0.883 	           0.324	          5.4114	           0.000 	           1.562
1	26	           0.890 	           0.325	          5.2472	           0.781 	           3.125
1	27	           0.886 	           0.320	          5.3045	           0.000 	           3.906
1	28	           0.884 	           0.320	          5.2255	           0.000 	           1.562
1	29	           0.887 	           0.324	          5.3255	           2.344 	           4.688
1	30	           0.895 	           0.324	          5.3561	           0.000 	           3.906
1	31	           0.886 	           0.322	          5.3445	           0.000 	           2.344
1	32	           0.890 	           0.324	          5.3731	           0.781 	           2.344
1	33	           0.893 	           0.323	          5.2533	           0.781 	           3.906
1	34	           0.892 	           0.321	          5.2883	           0.000 	           4.688
1	35	           0.891 	           0.322	          5.2638	           0.000 	           1.562
1	36	           0.888 	           0.323	          5.2795	           2.344 	           2.344
1	37	           0.897 	           0.328	          5.3241	           0.000 	           0.781
1	38	           0.887 	           0.322	          5.2542	           1.562 	           6.250
1	39	           0.888 	           0.322	          5.2997	           0.000 	           2.344
1	40	           0.895 	           0.324	          5.3522	           0.000 	           1.562
1	41	           0.894 	           0.326	          5.2872	           1.562 	           3.125
1	42	           0.899 	           0.324	          5.3127	           0.000 	           2.344
1	43	           0.895 	           0.321	          5.2944	           1.562 	           3.906
1	44	           0.897 	           0.321	          5.3281	           0.000 	           0.781
1	45	           0.894 	           0.322	          5.2877	           0.000 	           1.562
1	46	           0.901 	           0.325	          5.2933	           0.000 	           3.125
1	47	           0.896 	           0.321	          5.2935	           0.781 	           3.125
1	48	           0.892 	           0.321	          5.3928	           1.562 	           4.688
1	49	           0.901 	           0.323	          5.2185	           0.781 	           6.250
1	50	           0.888 	           0.322	          5.3011	           0.000 	           1.562
1	51	           0.904 	           0.327	          5.2384	           0.781 	           3.906
1	52	           0.905 	           0.323	          5.2974	           0.781 	           5.469
1	53	           0.896 	           0.325	          5.2867	           2.344 	           2.344
1	54	           0.908 	           0.325	          5.2716	           0.000 	           3.906
1	55	           0.897 	           0.325	          5.2791	           0.000 	           3.125
1	56	           0.894 	           0.323	          5.3106	           0.000 	           2.344
1	57	           0.907 	           0.325	          5.2652	           0.000 	           3.906
1	58	           0.897 	           0.324	          5.1910	           0.000 	           3.906
1	59	           0.914 	           0.326	          5.2497	           0.781 	           1.562
1	60	           0.900 	           0.323	          5.2879	           0.781 	           3.125
1	61	           0.900 	           0.324	          5.2596	           1.562 	           2.344
1	62	           0.909 	           0.325	          5.2510	           0.000 	           2.344
1	63	           0.899 	           0.325	          5.2799	           1.562 	           3.906
1	64	           0.915 	           0.326	          5.3314	           0.000 	           1.562
1	65	           0.901 	           0.323	          5.2289	           1.562 	           7.031
1	66	           0.903 	           0.323	          5.2254	           0.000 	           7.031
1	67	           0.911 	           0.326	          5.3511	           0.781 	           6.250
1	68	           0.898 	           0.324	          5.2328	           1.562 	           1.562
1	69	           0.914 	           0.325	          5.3075	           0.000 	           2.344
1	70	           0.911 	           0.326	          5.3227	           0.000 	           3.906
1	71	           0.902 	           0.322	          5.2333	           0.781 	           2.344
1	72	           0.915 	           0.324	          5.2207	           0.781 	           3.906
1	73	           0.917 	           0.322	          5.3018	           0.000 	           3.125
1	74	           0.916 	           0.325	          5.3246	           0.000 	           1.562
1	75	           0.911 	           0.325	          5.3144	           0.000 	           0.781
1	76	           0.917 	           0.324	          5.3745	           0.781 	           1.562
1	77	           0.910 	           0.325	          5.3211	           0.000 	           0.781
1	78	           0.920 	           0.324	          5.3010	           0.000 	           1.562
1	79	           0.906 	           0.322	          5.2131	           0.781 	           6.250
1	80	           0.908 	           0.323	          5.2543	           0.000 	           7.031
1	81	           0.918 	           0.325	          5.2229	           1.562 	           4.688
1	82	           0.911 	           0.322	          5.2790	           0.781 	           3.125
1	83	           0.911 	           0.321	          5.2639	           0.000 	           1.562
1	84	           0.923 	           0.324	          5.2412	           1.562 	           3.906
1	85	           0.915 	           0.322	          5.2735	           0.000 	           4.688
1	86	           0.908 	           0.320	          5.2512	           0.781 	           3.125
1	87	           0.922 	           0.325	          5.3581	           0.000 	           2.344
1	88	           0.914 	           0.324	          5.3228	           0.000 	           0.781
1	89	           0.926 	           0.325	          5.2675	           1.562 	           3.125
1	90	           0.923 	           0.323	          5.2634	           0.781 	           3.906
1	91	           0.926 	           0.322	          5.3254	           0.781 	           0.781
1	92	           0.913 	           0.321	          5.2392	           0.781 	           4.688
1	93	           0.931 	           0.326	          5.2836	           0.781 	           2.344
