#Epoch   i		   Time		            Data		   Loss			   Prec@1		   Prec@5 
1	0	           1.322 	           0.657	          5.4340	           0.781 	           2.344
1	1	           0.860 	           0.306	          5.3487	           0.000 	           3.125
1	2	           0.881 	           0.327	          5.3882	           0.781 	           3.906
1	3	           0.876 	           0.323	          5.4148	           0.000 	           1.562
1	4	           0.878 	           0.324	          5.3625	           0.781 	           2.344
1	5	           0.879 	           0.321	          5.3525	           0.781 	           3.125
1	6	           0.884 	           0.327	          5.3567	           0.000 	           0.000
1	7	           0.878 	           0.323	          5.3650	           1.562 	           1.562
1	8	           0.875 	           0.322	          5.3852	           0.000 	           1.562
1	9	           0.881 	           0.323	          5.3411	           0.781 	           2.344
1	10	           0.886 	           0.325	          5.4007	           0.000 	           0.000
1	11	           0.882 	           0.324	          5.3954	           0.000 	           3.125
1	12	           0.875 	           0.322	          5.5082	           0.000 	           1.562
1	13	           0.882 	           0.323	          5.3259	           0.781 	           4.688
1	14	           0.883 	           0.323	          5.3752	           0.781 	           0.781
1	15	           0.887 	           0.324	          5.3195	           0.000 	           2.344
1	16	           0.884 	           0.321	          5.4213	           0.781 	           2.344
1	17	           0.877 	           0.321	          5.3423	           0.781 	           3.906
1	18	           0.880 	           0.323	          5.2980	           0.781 	           3.906
1	19	           0.887 	           0.327	          5.3427	           0.781 	           3.125
1	20	           0.885 	           0.322	          5.3195	           0.000 	           2.344
1	21	           0.888 	           0.322	          5.2966	           0.000 	           4.688
1	22	           0.881 	           0.325	          5.3536	           0.000 	           2.344
1	23	           0.889 	           0.325	          5.3766	           0.781 	           0.781
1	24	           0.882 	           0.322	          5.3774	           0.000 	           1.562
1	25	           0.890 	           0.325	          5.3684	           0.000 	           3.906
1	26	           0.890 	           0.324	          5.2600	           1.562 	           3.125
1	27	           0.892 	           0.322	          5.4010	           0.000 	           1.562
1	28	           0.891 	           0.323	          5.2717	           0.781 	           4.688
1	29	           0.885 	           0.321	          5.2846	           0.781 	           3.125
1	30	           0.894 	           0.326	          5.3921	           0.781 	           3.906
1	31	           0.887 	           0.322	          5.3327	           2.344 	           4.688
1	32	           0.892 	           0.326	          5.3271	           0.000 	           1.562
1	33	           0.892 	           0.323	          5.3086	           0.781 	           2.344
1	34	           0.899 	           0.327	          5.3329	           0.000 	           2.344
1	35	           0.896 	           0.323	          5.2366	           1.562 	           5.469
1	36	           0.893 	           0.321	          5.3225	           0.781 	           2.344
1	37	           0.894 	           0.321	          5.3449	           0.781 	           2.344
1	38	           0.896 	           0.326	          5.3611	           0.000 	           0.781
1	39	           0.896 	           0.326	          5.3305	           0.000 	           2.344
1	40	           0.898 	           0.324	          5.3029	           0.781 	           0.781
1	41	           0.893 	           0.325	          5.2830	           0.781 	           3.906
1	42	           0.897 	           0.325	          5.3467	           0.781 	           2.344
1	43	           0.895 	           0.329	          5.3898	           0.000 	           2.344
1	44	           0.902 	           0.326	          5.2702	           0.781 	           3.125
1	45	           0.900 	           0.326	          5.3608	           0.781 	           4.688
1	46	           0.897 	           0.325	          5.3391	           0.000 	           3.125
1	47	           0.910 	           0.330	          5.3159	           0.000 	           2.344
1	48	           0.897 	           0.322	          5.3606	           0.781 	           1.562
1	49	           0.901 	           0.328	          5.3558	           0.000 	           1.562
1	50	           0.906 	           0.324	          5.3261	           0.000 	           1.562
1	51	           0.902 	           0.325	          5.3313	           0.000 	           0.781
1	52	           0.909 	           0.326	          5.2316	           3.125 	           5.469
1	53	           0.899 	           0.321	          5.3533	           0.000 	           1.562
1	54	           0.902 	           0.325	          5.2839	           0.781 	           3.906
1	55	           0.904 	           0.325	          5.2260	           0.781 	           2.344
1	56	           0.904 	           0.324	          5.3316	           0.000 	           1.562
1	57	           0.909 	           0.324	          5.3219	           0.000 	           1.562
1	58	           0.901 	           0.322	          5.2881	           0.000 	           1.562
1	59	           0.900 	           0.322	          5.2841	           0.000 	           1.562
1	60	           0.908 	           0.326	          5.2858	           0.781 	           5.469
1	61	           0.901 	           0.326	          5.2910	           1.562 	           4.688
1	62	           0.912 	           0.327	          5.3288	           0.000 	           2.344
1	63	           0.911 	           0.325	          5.3658	           0.781 	           2.344
1	64	           0.901 	           0.324	          5.2929	           0.000 	           2.344
1	65	           0.915 	           0.326	          5.3153	           0.000 	           1.562
1	66	           0.902 	           0.321	          5.2697	           0.000 	           2.344
1	67	           0.905 	           0.322	          5.3034	           0.781 	           0.781
1	68	           0.914 	           0.325	          5.3223	           0.000 	           2.344
1	69	           0.905 	           0.323	          5.3399	           0.000 	           1.562
1	70	           0.910 	           0.324	          5.2978	           0.000 	           1.562
1	71	           0.920 	           0.328	          5.2983	           0.781 	           3.125
1	72	           0.912 	           0.321	          5.2934	           0.781 	           2.344
1	73	           0.912 	           0.325	          5.2578	           0.000 	           3.906
1	74	           0.916 	           0.325	          5.3085	           0.000 	           2.344
1	75	           0.911 	           0.327	          5.2947	           1.562 	           3.906
1	76	           0.921 	           0.325	          5.3106	           0.781 	           3.125
