#Epoch  i		Time		  Data		   Loss		   Prec@1		   Prec@5 
1	0           1.306 	           0.667	          5.2806	           0.781 	           3.125
1	1           0.875 	           0.315	          5.3861	           0.781 	           1.562
1	2           0.863 	           0.321	          5.3508	           0.781 	           0.781
1	3           0.848 	           0.315	          5.2573	           0.000 	           4.688
1	4           0.848 	           0.314	          5.3065	           0.781 	           5.469
1	5           0.846 	           0.313	          5.2681	           1.562 	           3.125
1	6           0.855 	           0.316	          5.3679	           0.000 	           2.344
1	7           0.846 	           0.312	          5.3375	           0.781 	           3.125
1	8           0.852 	           0.316	          5.4156	           0.781 	           2.344
1	9           0.850 	           0.314	          5.3696	           0.781 	           2.344
1	10           0.843 	           0.311	          5.3100	           0.000 	           3.906
1	11           0.856 	           0.318	          5.3681	           0.000 	           1.562
1	12           0.849 	           0.313	          5.2890	           0.781 	           4.688
1	13           0.854 	           0.314	          5.3085	           0.781 	           1.562
1	14           0.847 	           0.313	          5.2684	           0.781 	           3.125
1	15           0.857 	           0.316	          5.3152	           0.781 	           2.344
1	16           0.848 	           0.312	          5.2063	           0.000 	           1.562
1	17           0.856 	           0.314	          5.2492	           0.000 	           3.125
1	18           0.855 	           0.315	          5.3385	           1.562 	           4.688
1	19           0.859 	           0.314	          5.3616	           0.000 	           1.562
1	20           0.856 	           0.313	          5.3296	           0.781 	           3.906
1	21           0.859 	           0.317	          5.3774	           0.000 	           0.781
1	22           0.861 	           0.316	          5.3008	           0.781 	           3.906
1	23           0.859 	           0.314	          5.3218	           0.000 	           3.906
1	24           0.864 	           0.316	          5.3517	           0.781 	           3.906
1	25           0.857 	           0.314	          5.2877	           0.781 	           4.688
1	26           0.865 	           0.317	          5.3283	           0.000 	           1.562
1	27           0.860 	           0.314	          5.3012	           0.000 	           1.562
1	28           0.861 	           0.314	          5.2862	           0.781 	           6.250
1	29           0.861 	           0.313	          5.2836	           0.781 	           2.344
1	30           0.858 	           0.313	          5.3343	           0.000 	           1.562
1	31           0.867 	           0.317	          5.2977	           0.000 	           3.125
1	32           0.858 	           0.312	          5.2784	           0.000 	           3.125
1	33           0.867 	           0.318	          5.3065	           0.000 	           2.344
1	34           0.869 	           0.317	          5.2733	           0.000 	           6.250
1	35           0.864 	           0.314	          5.3535	           0.000 	           2.344
1	36           0.872 	           0.316	          5.2902	           0.781 	           1.562
1	37           0.865 	           0.314	          5.3384	           0.781 	           3.906
1	38           0.873 	           0.316	          5.3868	           0.781 	           2.344
1	39           0.872 	           0.316	          5.3171	           0.000 	           4.688
1	40           0.866 	           0.314	          5.2674	           0.781 	           2.344
1	41           0.869 	           0.317	          5.2973	           1.562 	           3.906
1	42           0.878 	           0.317	          5.2372	           0.000 	           3.906
1	43           0.868 	           0.314	          5.3091	           0.000 	           3.125
1	44           0.874 	           0.316	          5.3029	           0.000 	           1.562
1	45           0.876 	           0.317	          5.2376	           0.000 	           3.125
1	46           0.879 	           0.316	          5.2996	           0.781 	           3.906
1	47           0.872 	           0.315	          5.3182	           0.000 	           1.562
1	48           0.880 	           0.316	          5.2957	           0.781 	           4.688
1	49           0.876 	           0.317	          5.3095	           0.000 	           1.562
1	50           0.877 	           0.314	          5.2730	           0.000 	           0.781
1	51           0.870 	           0.314	          5.3078	           1.562 	           4.688
1	52           0.886 	           0.319	          5.2793	           0.000 	           3.906
1	53           0.879 	           0.315	          5.2066	           2.344 	           7.031
1	54           0.881 	           0.315	          5.2856	           0.000 	           3.125
1	55           0.874 	           0.315	          5.3507	           0.000 	           2.344
1	56           0.884 	           0.315	          5.3033	           0.000 	           1.562
1	57           0.880 	           0.316	          5.3051	           2.344 	           4.688
1	58           0.884 	           0.316	          5.2043	           0.781 	           6.250
1	59           0.882 	           0.318	          5.2873	           0.000 	           3.125
1	60           0.886 	           0.318	          5.3281	           0.781 	           1.562
1	61           0.879 	           0.315	          5.3231	           0.781 	           0.781
1	62           0.885 	           0.317	          5.2280	           0.781 	           3.125
1	63           0.894 	           0.319	          5.2699	           0.781 	           3.125
1	64           0.885 	           0.315	          5.3757	           0.781 	           3.125
1	65           0.891 	           0.320	          5.3302	           1.562 	           3.125
1	66           0.882 	           0.316	          5.3293	           0.000 	           3.125
1	67           0.893 	           0.318	          5.3244	           0.000 	           2.344
1	68           0.882 	           0.316	          5.2258	           0.781 	           3.125
1	69           0.890 	           0.317	          5.3062	           0.000 	           1.562
1	70           0.891 	           0.315	          5.2696	           0.000 	           3.125
1	71           0.891 	           0.318	          5.3494	           0.781 	           3.125
1	72           0.890 	           0.317	          5.2113	           1.562 	           7.031
1	73           0.885 	           0.317	          5.3117	           0.000 	           3.125
1	74           0.892 	           0.317	          5.2506	           0.000 	           5.469
1	75           0.890 	           0.318	          5.3616	           0.000 	           0.000
1	76           0.900 	           0.321	          5.2349	           0.781 	           2.344
1	77           0.898 	           0.320	          5.2786	           0.781 	           3.125
1	78           0.895 	           0.317	          5.2452	           0.000 	           3.125
1	79           0.899 	           0.319	          5.2844	           2.344 	           6.250
1	80           0.900 	           0.319	          5.2805	           0.781 	           6.250
1	81           0.903 	           0.319	          5.3100	           0.000 	           3.906
1	82           0.900 	           0.317	          5.2903	           0.781 	           3.906
1	83           0.899 	           0.318	          5.2027	           0.781 	           3.906
1	84           0.898 	           0.316	          5.2807	           1.562 	           3.906
1	85           0.897 	           0.319	          5.2888	           0.781 	           3.125
1	86           0.901 	           0.316	          5.3071	           3.125 	           5.469
1	87           0.895 	           0.318	          5.2598	           0.781 	           0.781
1	88           0.899 	           0.318	          5.2514	           1.562 	           4.688
1	89           0.903 	           0.319	          5.2000	           1.562 	           3.906
1	90           0.897 	           0.318	          5.2499	           0.781 	           7.031
1	91           0.905 	           0.318	          5.2262	           0.781 	           3.906
1	92           0.893 	           0.316	          5.2861	           0.000 	           2.344
1	93           0.908 	           0.319	          5.2876	           0.781 	           3.125
1	94           0.897 	           0.316	          5.2769	           1.562 	           4.688
1	95           0.901 	           0.320	          5.3070	           0.781 	           0.781
1	96           0.907 	           0.320	          5.2671	           2.344 	           4.688
1	97           0.896 	           0.316	          5.2511	           0.000 	           4.688
1	98           0.910 	           0.319	          5.2748	           0.781 	           3.906
1	99           0.902 	           0.317	          5.2291	           1.562 	           5.469
1	100           0.903 	           0.320	          5.2159	           1.562 	           5.469
1	101           0.911 	           0.320	          5.3033	           1.562 	           5.469
1	102           0.905 	           0.317	          5.2239	           0.000 	           3.906
1	103           0.911 	           0.319	          5.2630	           1.562 	           5.469
1	104           0.910 	           0.316	          5.2791	           0.781 	           4.688
1	105           0.907 	           0.316	          5.2792	           3.906 	           5.469
1	106           0.908 	           0.318	          5.2556	           1.562 	           4.688
1	107           0.916 	           0.319	          5.2121	           1.562 	           8.594
1	108           0.912 	           0.316	          5.2494	           2.344 	           6.250
1	109           0.915 	           0.316	          5.2602	           0.781 	           3.125
1	110           0.912 	           0.315	          5.1992	           1.562 	           4.688
1	111           0.918 	           0.317	          5.2386	           0.781 	           3.906
1	112           0.917 	           0.316	          5.2828	           0.000 	           0.781
1	113           0.916 	           0.316	          5.2495	           3.125 	           5.469
