#Epoch		   Time		            Data		   Loss				   Prec@1	   Prec@5 
1	           1.045	           0.364	          4.5016	           5.297	          19.345
2	           0.714	           0.046	          3.6095	          11.963	          37.156
3	           0.718	           0.046	          3.1358	          18.879	          50.631
4	           0.724	           0.047	          2.7237	          26.456	          61.497
5	           0.730	           0.046	          2.4012	          32.956	          69.548
6	           0.738	           0.047	          1.8167	          47.165	          81.562
7	           0.737	           0.048	          1.6287	          51.682	          84.634
8	           0.754	           0.048	          1.5495	          53.437	          86.041
9	           0.738	           0.047	          1.4683	          55.390	          87.457
10	           0.733	           0.046	          1.3970	          57.450	          88.575
11	           0.734	           0.046	          1.3359	          58.967	          89.512
12	           0.734	           0.046	          1.1900	          63.446	          91.715
13	           0.750	           0.047	          1.1477	          64.700	          92.262
14	           0.741	           0.046	          1.1458	          64.450	          92.508
15	           0.761	           0.047	          1.1289	          65.133	          92.465
16	           0.755	           0.047	          1.0998	          65.777	          92.703
17	           0.756	           0.047	          1.1121	          65.679	          92.436
18	           0.729	           0.046	          1.0846	          66.294	          92.966
19	           0.732	           0.046	          1.0777	          66.501	          93.038
20	           0.729	           0.046	          1.0778	          66.374	          93.321
21	           0.732	           0.046	          1.0808	          66.527	          92.715
22	           0.739	           0.047	          1.0753	          66.645	          93.122
23	           0.738	           0.048	          1.0750	          66.565	          93.177
24	           0.732	           0.048	          1.0644	          67.018	          93.084
25	           0.725	           0.046	          1.0771	          66.404	          93.042
26	           0.725	           0.047	          1.0656	          66.984	          93.148
27	           0.729	           0.046	          1.0731	          66.552	          92.982
28	           0.732	           0.046	          1.0661	          67.040	          93.152
29	           0.724	           0.046	          1.0734	          66.616	          92.999
30	           0.724	           0.045	          1.0611	          67.116	          93.254
31	           0.727	           0.047	          1.0612	          67.035	          93.224
32	           0.721	           0.046	          1.0654	          66.764	          93.254
33	           0.723	           0.045	          1.0590	          66.989	          93.406
34	           0.727	           0.046	          1.0694	          66.908	          93.046
35	           0.742	           0.047	          1.0554	          67.290	          93.461
36	           0.715	           0.047	          1.0614	          67.141	          93.097
37	           0.719	           0.047	          1.0649	          67.256	          93.038
38	           0.721	           0.046	          1.0637	          66.781	          93.139
39	           0.721	           0.045	          1.0522	          67.073	          93.254
40	           0.724	           0.046	          1.0530	          67.353	          93.355
41	           0.724	           0.046	          1.0515	          67.493	          93.326
42	           0.735	           0.047	          1.0523	          67.285	          93.360
43	           0.717	           0.046	          1.0561	          67.048	          93.461
44	           0.723	           0.046	          1.0448	          67.569	          93.487
45	           0.716	           0.046	          1.0511	          67.171	          93.402
46	           0.729	           0.047	          1.0543	          67.201	          93.160
47	           0.723	           0.047	          1.0480	          67.256	          93.394
48	           0.723	           0.046	          1.0496	          67.472	          93.677
49	           0.728	           0.047	          1.0356	          67.913	          93.470
50	           0.717	           0.046	          1.0379	          68.031	          93.478
51	           0.724	           0.047	          1.0480	          67.235	          93.461
